center,left,right,steering,throttle,brake,velocity
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_086.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_086.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_086.jpg,-0.0183886,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_162.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_162.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_162.jpg,-0.01509354,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_232.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_232.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_232.jpg,-0.01509354,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_321.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_321.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_321.jpg,-0.01509354,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_405.jpg,-0.01509354,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_514.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_514.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_514.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_601.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_601.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_601.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_677.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_677.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_677.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_773.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_773.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_773.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_846.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_846.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_846.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_46_969.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_46_969.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_46_969.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_046.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_046.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_046.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_117.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_117.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_117.jpg,-0.01844175,1,0,30.1902
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_205.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_205.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_205.jpg,-0.01844175,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_290.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_290.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_290.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_405.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_405.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_481.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_481.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_481.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_557.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_557.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_557.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_654.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_654.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_654.jpg,-0.01844175,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_725.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_725.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_725.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_858.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_858.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_858.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_926.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_926.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_926.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_47_996.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_47_996.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_47_996.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_089.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_089.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_089.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_169.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_169.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_169.jpg,-0.01844175,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_289.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_289.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_289.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_369.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_369.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_369.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_436.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_436.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_436.jpg,-0.01844175,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_538.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_538.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_538.jpg,-0.01844175,1,0,30.19029
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_613.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_613.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_613.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_741.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_741.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_741.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_857.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_857.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_857.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_48_973.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_48_973.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_48_973.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_053.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_053.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_053.jpg,-0.01844175,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_170.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_170.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_170.jpg,-0.01844175,1,0,30.19022
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_249.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_249.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_249.jpg,-0.01844175,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_320.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_320.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_320.jpg,-0.01514668,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_422.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_422.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_422.jpg,-0.008556548,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_498.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_498.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_498.jpg,-0.004437712,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_622.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_622.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_622.jpg,-0.001966411,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_694.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_694.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_694.jpg,-0.001966411,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_768.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_768.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_768.jpg,-0.001966411,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_850.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_850.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_850.jpg,-0.002803465,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_49_939.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_49_939.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_49_939.jpg,-0.004477572,1,0,30.19031
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_049.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_049.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_049.jpg,-0.004477572,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_138.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_138.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_138.jpg,-0.006988733,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_208.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_208.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_208.jpg,-0.00866284,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_306.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_306.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_306.jpg,-0.00866284,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_381.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_381.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_381.jpg,-0.009499894,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_505.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_505.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_505.jpg,-0.009499894,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_582.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_582.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_582.jpg,-0.009499894,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_652.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_652.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_652.jpg,-0.009499894,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_754.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_754.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_754.jpg,-0.009499894,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_829.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_829.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_829.jpg,-0.009499894,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_50_953.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_50_953.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_50_953.jpg,-0.009499894,1,0,30.19026
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_51_030.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_51_030.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_51_030.jpg,-0.009499894,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_51_153.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_51_153.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_51_153.jpg,-0.009499894,1,0,30.1903
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_51_229.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_51_229.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_51_229.jpg,-0.009499894,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_51_358.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_51_358.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_51_358.jpg,-0.009499894,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_50_51_433.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_50_51_433.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_50_51_433.jpg,-0.009499894,1,0,30.19024
